"proteinID","geneName","ratio0","ratio120","target","binder"
"YER128W","VFA1",0,1.20320115631661,FALSE,"nsr1_1"
"YFL039C","ACT1",-0.138139892592613,-0.203202923619119,TRUE,"nsr1_1"
"YFR053C","HXK1",0,-1.42228840123632,FALSE,"nsr1_1"
"YPL220W;YGL135W","RPL1A;RPL1B",0.209266193050026,0.297132709571163,TRUE,"nsr1_1"
"YGL147C","RPL9A",0,1.73292038210826,FALSE,"nsr1_1"
"YGL234W","ADE5,7",0,-0.161927627548832,TRUE,"nsr1_1"
"YGL245W","GUS1",-0.298193698314437,-0.054017814002537,TRUE,"nsr1_1"
"YPR102C;YGR085C","RPL11A;RPL11B",0.314058408858261,0.33776817092163,TRUE,"nsr1_1"
"YGR094W","VAS1",-0.0648571141349022,-0.0794170463764537,TRUE,"nsr1_1"
"YGR254W","ENO1",-0.0815221687763197,-1.52994736822058,FALSE,"nsr1_1"
"YHL021C","AIM17",0,-1.54894454274926,FALSE,"nsr1_1"
"YHL031C","GOS1",0,1.06667476272446,FALSE,"nsr1_1"
"YHR009C","TDA3",0,-1.1927440089943,FALSE,"nsr1_1"
"YIR035C","YIR035C",0,0.389016059688509,TRUE,"nsr1_1"
"YJL010C","NOP9",0,-0.204681886614872,TRUE,"nsr1_1"
"YJL033W","HCA4",0,1.07423139418579,FALSE,"nsr1_1"
"YJL052W","TDH1",0,-2.26485912583162,FALSE,"nsr1_1"
"YJL172W","CPS1",0,-1.06875567969711,FALSE,"nsr1_1"
"YJR009C","TDH2",-0.469070290727834,-1.80954948681182,FALSE,"nsr1_1"
"YJR016C","ILV3",0,-0.111445713915395,TRUE,"nsr1_1"
"YJR045C","SSC1",-0.361434918996344,-0.547004018702168,TRUE,"nsr1_1"
"YJR048W","CYC1",0,1.87605521027017,FALSE,"nsr1_1"
"YKL016C","ATP7",0,1.17976580835815,FALSE,"nsr1_1"
"YKL029C","MAE1",0,0.266996371986216,TRUE,"nsr1_1"
"YKL060C","FBA1",-0.294951028606318,-0.778061068371376,TRUE,"nsr1_1"
"YKL103C","APE1",0,-2.01193705562729,FALSE,"nsr1_1"
"YKL127W","PGM1",0,-0.454802591739504,TRUE,"nsr1_1"
"YKL184W","SPE1",0,-1.4003775108143,FALSE,"nsr1_1"
"YLL060C","GTT2",0,1.25803643817501,FALSE,"nsr1_1"
"YLR075W","RPL10",0.40261304298717,0.318808503225839,TRUE,"nsr1_1"
"YLR150W","STM1",0,-0.0332889949173007,TRUE,"nsr1_1"
"YLR249W","YEF3",0.37506724206761,0.231678161798511,TRUE,"nsr1_1"
"YLR303W","MET17",0,-2.252363399794,FALSE,"nsr1_1"
"YLR438W","CAR2",-0.966658055972438,-1.26857343279719,FALSE,"nsr1_1"
"YLR449W","FPR4",0,0.0788830465219891,TRUE,"nsr1_1"
"YML056C","IMD4",0,-1.09674572754919,FALSE,"nsr1_1"
"YML128C","MSC1",0,-1.550042516372,FALSE,"nsr1_1"
"YMR105C","PGM2",0,-1.22185872289944,FALSE,"nsr1_1"
"YMR108W","ILV2",0.17683337078449,0.328606717427416,TRUE,"nsr1_1"
"YMR189W","GCV2",0,1.15853092476042,FALSE,"nsr1_1"
"YNL036W","NCE103",0,1.67870294616286,FALSE,"nsr1_1"
"YNL112W","DBP2",0,0.774418104105813,TRUE,"nsr1_1"
"YOL058W","ARG1",0,-1.30514654465396,FALSE,"nsr1_1"
"YOL086C","ADH1",-0.385506870844628,-1.0189657146977,TRUE,"nsr1_1"
"YOL088C","MPD2",0,-0.00407414726670411,TRUE,"nsr1_1"
"YOL143C","RIB4",0,1.15794915378369,FALSE,"nsr1_1"
"YOL151W","GRE2",1.06750104856657,1.15620243192264,FALSE,"nsr1_1"
"YOR303W","CPA1",0,1.94493338905791,FALSE,"nsr1_1"
"YPL037C","EGD1",0,0.114500293165193,TRUE,"nsr1_1"
"YPL106C","SSE1",0.358958825832329,0.118891252178427,TRUE,"nsr1_1"
"YPL160W","CDC60",-0.527761797372526,-0.246429691766386,TRUE,"nsr1_1"
"YPL231W","FAS2",0.0688771408503078,-0.48788438610625,TRUE,"nsr1_1"
"YPL266W","DIM1",0,1.22657018212556,FALSE,"nsr1_1"
"YAL023C","PMT2",0,0.0773797407970136,TRUE,"nsr1_2"
"YAL038W","CDC19",-0.106202910386633,0.424169648802638,TRUE,"nsr1_2"
"YAR002C-A","ERP1",0,-0.489078577993908,TRUE,"nsr1_2"
"YHR215W;YAR071W","PHO12;PHO11",0,1.79622395043412,FALSE,"nsr1_2"
"YBL017C","PEP1",0,-1.20200756758231,FALSE,"nsr1_2"
"YBL045C","COR1",0,-1.47983425339278,FALSE,"nsr1_2"
"YBL099W","ATP1",0,-1.08027092864423,TRUE,"nsr1_2"
"YBR026C","ETR1",0,-1.20736117223176,FALSE,"nsr1_2"
"YBR039W","ATP3",-1.14324531922211,-1.13128163162771,FALSE,"nsr1_2"
"YDR025W;YBR048W","RPS11A;RPS11B",0.996822574458976,1.75565673440824,FALSE,"nsr1_2"
"YBR052C","RFS1",0,-1.52275787768774,FALSE,"nsr1_2"
"YBR056W","YBR056W",0,-1.48697422580801,FALSE,"nsr1_2"
"YBR120C","CBP6",0,-1.4195457443315,FALSE,"nsr1_2"
"YBR126C","TPS1",0,-2.64981961485606,FALSE,"nsr1_2"
